Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
wordpress,1010,6145,6096,7724,9686,12110,140,13126,0.000%,15.97343,327.60,5.94
TOTAL,1010,6145,6096,7724,9686,12110,140,13126,0.000%,15.97343,327.60,5.94
