Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
wordpress,991,1836,1816,2095,2155,3835,154,5860,0.000%,16.21480,332.54,6.03
TOTAL,991,1836,1816,2095,2155,3835,154,5860,0.000%,16.21480,332.54,6.03
