Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
wordpress,987,3083,3019,3420,3812,7120,138,8257,0.000%,16.05792,329.33,5.97
TOTAL,987,3083,3019,3420,3812,7120,138,8257,0.000%,16.05792,329.33,5.97
