Elapsed time,10.42.0.1 CPU,10.42.0.1 Memory unit=mb:used
12:17:26.0,0.945,1079.55
12:17:27.0,89.054,1082.71
12:17:28.0,99.5,1095.621
12:17:29.0,99.0,1117.039
12:17:30.0,99.5,1168.464
12:17:31.0,98.5,1156.914
12:17:32.0,99.5,1161.917
12:17:33.0,99.004,1169.968
12:17:34.0,100.0,1159.894
12:17:35.0,99.0,1169.957
12:17:36.0,99.502,1177.824
12:17:37.0,99.502,1173.171
12:17:38.0,98.994,1173.164
12:17:39.0,100.0,1170.378
12:17:40.0,99.0,1177.304
12:17:41.0,99.0,1172.375
12:17:42.0,99.0,1174.906
12:17:43.0,99.5,1176.328
12:17:44.0,99.5,1171.906
12:17:45.0,99.0,1176.289
12:17:46.0,,1175.75
12:17:47.0,99.0,
12:17:48.0,99.0,1175.902
12:17:49.0,99.5,1173.847
12:17:50.0,99.502,1170.054
12:17:51.0,98.994,1180.132
12:17:52.0,99.0,1174.765
12:17:53.0,99.5,1179.757
12:17:54.0,99.0,1175.898
12:17:55.0,99.502,1173.609
12:17:56.0,98.994,1176.238
12:17:57.0,99.004,1175.562
12:17:58.0,100.0,1175.578
12:17:59.0,98.994,1174.679
12:18:00.0,99.502,1172.23
12:18:01.0,97.989,1178.378
12:18:02.0,99.004,1173.304
12:18:03.0,98.492,1173.894
12:18:04.0,99.0,1174.14
12:18:05.0,99.004,1173.718
12:18:06.0,98.5,1173.265
12:18:07.0,99.5,1171.843
12:18:08.0,99.0,1173.621
12:18:09.0,100.0,1171.425
12:18:10.0,99.502,1170.464
12:18:11.0,99.0,1174.554
12:18:12.0,99.0,1172.867
12:18:13.0,98.5,1170.855
12:18:14.0,99.0,1172.269
12:18:15.0,99.5,1173.007
12:18:16.0,98.0,1175.382
12:18:17.0,98.5,1172.609
12:18:18.0,98.994,1175.992
12:18:19.0,99.004,1170.738
12:18:20.0,99.497,1175.71
12:18:21.0,99.502,1174.953
12:18:22.0,99.502,1173.031
12:18:23.0,99.497,1170.21
12:18:24.0,99.004,1170.105
12:18:25.0,99.5,1177.019
12:18:26.0,99.497,1174.39
