Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
wordpress,989,3709,3596,4131,5080,8369,488,8913,0.000%,15.98022,327.74,5.95
TOTAL,989,3709,3596,4131,5080,8369,488,8913,0.000%,15.98022,327.74,5.95
