Elapsed time,10.42.0.1 CPU,10.42.0.1 Memory unit=mb:used
11:59:21.0,1.548,1077.437
11:59:22.0,79.899,1089.25
11:59:23.0,98.994,1104.027
11:59:24.0,98.0,1113.23
11:59:25.0,98.507,1133.113
11:59:26.0,99.5,1188.234
11:59:27.0,99.502,1252.773
11:59:28.0,98.5,1344.425
11:59:29.0,100.0,1418.32
11:59:30.0,98.994,1418.246
11:59:31.0,98.507,1437.054
11:59:32.0,,1426.746
11:59:33.0,99.5,
11:59:34.0,99.0,1440.289
11:59:35.0,99.0,1423.527
11:59:36.0,100.0,1432.253
11:59:37.0,98.507,1435.347
11:59:38.0,95.522,1439.898
11:59:39.0,95.477,1435.105
11:59:40.0,96.5,1439.39
11:59:41.0,95.0,1431.597
11:59:42.0,95.024,1441.25
11:59:43.0,96.482,1443.261
11:59:44.0,99.5,1441.917
11:59:45.0,98.5,1436.085
11:59:46.0,99.497,1443.96
11:59:47.0,99.004,1441.988
11:59:48.0,99.5,1434.933
11:59:49.0,99.5,1440.359
11:59:50.0,99.004,1441.218
11:59:51.0,99.497,1442.871
11:59:52.0,99.5,1437.019
11:59:53.0,98.009,1436.402
11:59:54.0,100.0,1441.179
11:59:55.0,99.5,1444.8
11:59:56.0,99.497,1442.804
11:59:57.0,99.0,1445.375
11:59:58.0,98.507,1437.378
11:59:59.0,98.994,1446.3
12:00:00.0,99.004,1438.722
12:00:01.0,99.0,1443.109
12:00:02.0,99.0,1438.695
12:00:03.0,98.5,1442.445
12:00:04.0,99.0,1443.96
12:00:05.0,100.0,1446.41
12:00:06.0,98.507,1441.921
12:00:07.0,99.5,1437.0
12:00:08.0,100.0,1437.039
12:00:09.0,99.004,1439.058
12:00:10.0,99.0,1441.937
12:00:11.0,100.0,1435.281
12:00:12.0,98.507,1439.8
12:00:13.0,98.0,1441.316
12:00:14.0,98.5,1441.679
12:00:15.0,99.5,1435.679
12:00:16.0,99.5,1442.71
12:00:17.0,99.497,1438.777
12:00:18.0,97.512,1440.386
12:00:19.0,98.0,1437.507
12:00:20.0,99.502,1439.871
12:00:21.0,98.5,1440.464
12:00:22.0,98.994,1438.292
12:00:23.0,99.502,1423.949
