Elapsed time,10.42.0.1 CPU,10.42.0.1 Memory unit=mb:used
15:36:01.0,0.568,1066.183
15:36:02.0,86.567,1069.742
15:36:03.0,99.497,1081.183
15:36:04.0,99.5,1103.835
15:36:05.0,100.0,1154.25
15:36:06.0,99.502,1244.566
15:36:07.0,100.0,1289.855
15:36:08.0,99.5,1397.667
15:36:09.0,100.0,1441.203
15:36:10.0,99.5,1464.785
15:36:11.0,100.0,1512.867
15:36:12.0,98.5,1524.91
15:36:13.0,100.0,1563.945
15:36:14.0,99.502,1576.664
15:36:15.0,99.497,1564.457
15:36:16.0,99.502,1551.164
15:36:17.0,99.5,1547.75
15:36:18.0,98.994,1557.171
15:36:19.0,100.0,1559.8
15:36:20.0,98.994,1549.984
15:36:21.0,99.0,1542.457
15:36:22.0,99.502,1537.031
15:36:23.0,100.0,1543.515
15:36:24.0,99.5,1531.25
15:36:25.0,99.004,1526.48
15:36:26.0,99.5,1516.648
15:36:27.0,99.5,1519.73
15:36:28.0,100.0,1517.816
15:36:29.0,99.5,1502.761
15:36:30.0,99.5,1510.769
15:36:31.0,99.0,1502.718
15:36:32.0,99.497,1501.515
15:36:33.0,99.5,1488.699
15:36:34.0,99.5,1489.945
15:36:35.0,99.004,1481.429
15:36:36.0,99.497,1487.277
15:36:37.0,100.0,1475.523
15:36:38.0,99.5,1479.453
15:36:39.0,99.502,1480.546
15:36:40.0,99.0,1482.89
15:36:41.0,99.004,1483.187
15:36:42.0,99.497,1477.582
15:36:43.0,99.502,1475.097
15:36:44.0,99.497,1480.0
15:36:45.0,99.502,1484.8
15:36:46.0,99.5,1482.195
15:36:47.0,99.497,1476.925
15:36:48.0,99.004,1477.566
15:36:49.0,99.5,1483.953
15:36:50.0,99.497,1488.097
15:36:51.0,100.0,1482.644
15:36:52.0,100.0,1481.121
15:36:53.0,99.004,1482.441
15:36:54.0,100.0,1481.406
15:36:55.0,99.497,1483.792
15:36:56.0,99.504,1479.207
15:36:57.0,100.0,1483.277
15:36:58.0,99.004,1485.429
15:36:59.0,99.5,1477.222
15:37:00.0,100.0,1481.085
15:37:01.0,100.0,1479.07
