Elapsed time,10.42.0.1 CPU,10.42.0.1 Memory unit=mb:used
15:23:01.0,1.227,1069.289
15:23:02.0,99.5,1072.261
15:23:03.0,99.497,1099.347
15:23:04.0,99.5,1134.386
15:23:05.0,99.5,1208.523
15:23:06.0,100.0,1247.871
15:23:07.0,99.497,1335.726
15:23:08.0,99.502,1335.546
15:23:09.0,99.0,1380.628
15:23:10.0,99.5,1395.792
15:23:11.0,98.5,1387.574
15:23:12.0,100.0,1371.269
15:23:13.0,99.0,1383.449
15:23:14.0,99.0,1383.296
15:23:15.0,99.5,1379.48
15:23:16.0,99.5,1370.925
15:23:17.0,99.5,1367.152
15:23:18.0,99.004,1365.476
15:23:19.0,98.994,1357.484
15:23:20.0,99.0,1348.617
15:23:21.0,99.5,1354.125
15:23:22.0,99.5,1357.527
15:23:23.0,99.0,1347.195
15:23:24.0,99.5,1355.8
15:23:25.0,99.5,1356.55
15:23:26.0,99.497,1354.75
15:23:27.0,99.502,1352.347
15:23:28.0,100.0,1354.507
15:23:29.0,99.497,1351.789
15:23:30.0,100.0,1352.382
15:23:31.0,100.0,1358.41
15:23:32.0,99.0,1356.273
15:23:33.0,99.502,1358.976
15:23:34.0,99.5,1359.933
15:23:35.0,99.497,1356.183
15:23:36.0,99.502,1353.171
15:23:37.0,99.497,1358.824
15:23:38.0,98.5,1348.101
15:23:39.0,100.0,1356.644
15:23:40.0,99.004,1360.902
15:23:41.0,99.497,1350.339
15:23:42.0,99.5,1354.761
15:23:43.0,99.0,1362.8
15:23:44.0,100.0,1355.917
15:23:45.0,99.502,1358.57
15:23:46.0,99.5,1361.195
15:23:47.0,100.0,1355.121
15:23:48.0,100.0,1360.277
15:23:49.0,98.507,1359.183
15:23:50.0,100.0,1357.894
15:23:51.0,99.502,1355.921
15:23:52.0,99.0,1352.527
15:23:53.0,100.0,1354.421
15:23:54.0,99.004,1359.703
15:23:55.0,100.0,1351.183
15:23:56.0,99.502,1348.625
15:23:57.0,100.0,1355.507
15:23:58.0,99.502,1355.269
15:23:59.0,99.5,1349.386
15:24:00.0,100.0,1358.878
