Elapsed time,10.42.0.1 CPU,10.42.0.1 Memory unit=mb:used
18:17:24.0,15.32,1083.574
18:17:25.0,84.5,1080.472
18:17:26.0,99.004,1093.222
18:17:27.0,94.029,1115.175
18:17:28.0,100.0,1111.664
18:17:29.0,99.5,1110.347
18:17:30.0,98.5,1115.027
18:17:31.0,99.5,1114.496
18:17:32.0,99.0,1111.253
18:17:33.0,98.507,1110.769
18:17:34.0,98.994,1110.73
18:17:35.0,99.502,1113.828
18:17:36.0,99.497,1110.722
18:17:37.0,99.004,1111.308
18:17:38.0,98.492,1110.804
18:17:39.0,98.507,1111.523
18:17:40.0,99.5,1113.433
18:17:41.0,98.994,1109.785
18:17:42.0,99.004,1114.414
18:17:43.0,99.497,1110.445
18:17:44.0,99.5,1110.66
18:17:45.0,99.5,1111.289
18:17:46.0,99.0,1109.621
18:17:47.0,99.0,1117.007
18:17:48.0,98.5,1112.312
18:17:49.0,99.5,1112.746
18:17:50.0,99.497,1114.187
18:17:51.0,99.502,1112.558
18:17:52.0,99.5,1113.839
18:17:53.0,99.497,1114.632
18:17:54.0,99.004,1115.718
18:17:55.0,100.0,1112.289
18:17:56.0,99.009,1112.316
18:17:57.0,98.994,1115.007
18:17:58.0,99.5,1114.777
18:17:59.0,99.0,1114.339
18:18:00.0,99.5,1114.765
18:18:01.0,99.5,1115.289
18:18:02.0,98.5,1114.101
18:18:03.0,100.0,1113.285
18:18:04.0,100.0,1116.429
18:18:05.0,98.5,1116.628
18:18:06.0,99.497,1116.503
18:18:07.0,99.5,1114.558
18:18:08.0,99.5,1114.578
18:18:09.0,99.004,1116.835
18:18:10.0,100.0,1114.972
18:18:11.0,98.492,1116.273
18:18:12.0,99.5,1116.039
18:18:13.0,99.004,1116.402
18:18:14.0,99.5,1115.777
18:18:15.0,99.497,1114.847
18:18:16.0,99.004,1117.246
18:18:17.0,99.5,1116.917
18:18:18.0,100.0,1115.695
18:18:19.0,99.0,1114.593
18:18:20.0,99.5,1115.683
18:18:21.0,99.0,1116.636
18:18:22.0,99.5,1115.972
18:18:23.0,99.0,1116.32
