Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
wordpress,1006,4917,4784,5582,7957,10276,119,11014,0.000%,16.05951,329.36,5.98
TOTAL,1006,4917,4784,5582,7957,10276,119,11014,0.000%,16.05951,329.36,5.98
