Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
wordpress,997,3675,3580,4071,4898,8059,113,8614,0.000%,16.15831,331.39,6.01
TOTAL,997,3675,3580,4071,4898,8059,113,8614,0.000%,16.15831,331.39,6.01
