Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
wordpress,987,1222,1221,1447,1480,2595,521,3328,0.000%,16.26995,333.67,6.05
TOTAL,987,1222,1221,1447,1480,2595,521,3328,0.000%,16.26995,333.67,6.05
