Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
wordpress,988,4335,4184,4876,6480,9234,604,10422,0.000%,15.92829,326.67,5.93
TOTAL,988,4335,4184,4876,6480,9234,604,10422,0.000%,15.92829,326.67,5.93
