Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
wordpress,989,2454,2395,2731,2927,6034,578,6418,0.000%,16.16172,331.46,6.01
TOTAL,989,2454,2395,2731,2927,6034,578,6418,0.000%,16.16172,331.46,6.01
