Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
wordpress,1004,5516,5364,6691,8767,11409,113,12474,0.000%,16.05398,329.25,5.97
TOTAL,1004,5516,5364,6691,8767,11409,113,12474,0.000%,16.05398,329.25,5.97
