Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
wordpress,990,3070,2979,3427,3745,7136,586,7974,0.000%,16.12063,330.61,6.00
TOTAL,990,3070,2979,3427,3745,7136,586,7974,0.000%,16.12063,330.61,6.00
