Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
wordpress,996,4946,4860,5539,8166,10487,554,11919,0.000%,15.94391,326.99,5.93
TOTAL,996,4946,4860,5539,8166,10487,554,11919,0.000%,15.94391,326.99,5.93
