Elapsed time,10.42.0.1 CPU,10.42.0.1 Memory unit=mb:used
16:54:52.0,1.887,1071.292
16:54:53.0,1.522,1071.164
16:54:54.0,1.005,1072.222
16:54:55.0,72.0,1097.96
16:54:56.0,97.989,1121.082
16:54:57.0,76.5,1188.277
16:54:58.0,100.0,1221.546
16:54:59.0,99.497,1225.562
16:55:00.0,99.5,1253.734
16:55:01.0,99.004,1254.984
16:55:02.0,100.0,1259.226
16:55:03.0,99.502,1260.414
16:55:04.0,99.5,1261.875
16:55:05.0,99.5,1260.675
16:55:06.0,98.994,1261.128
16:55:07.0,99.504,1267.066
16:55:08.0,98.0,1264.648
16:55:09.0,100.0,1266.878
16:55:10.0,99.0,1262.847
16:55:11.0,100.0,1266.468
16:55:12.0,99.5,1263.382
16:55:13.0,98.5,1265.98
16:55:14.0,99.5,1266.75
16:55:15.0,98.507,1266.007
16:55:16.0,99.497,1269.355
16:55:17.0,97.512,1272.742
16:55:18.0,100.0,1268.597
16:55:19.0,99.5,1260.554
16:55:20.0,100.0,1261.82
16:55:21.0,98.994,1256.171
16:55:22.0,99.502,1265.929
16:55:23.0,99.0,1265.695
16:55:24.0,100.0,1261.609
16:55:25.0,99.5,1272.933
16:55:26.0,98.5,1264.941
16:55:27.0,100.0,1266.039
16:55:28.0,99.5,1269.519
16:55:29.0,99.502,1267.64
16:55:30.0,99.0,1264.156
16:55:31.0,99.497,1270.929
16:55:32.0,99.004,1269.636
16:55:33.0,99.497,1269.23
16:55:34.0,99.5,1271.015
16:55:35.0,98.507,1270.578
16:55:36.0,99.5,1274.191
16:55:37.0,97.989,1269.015
16:55:38.0,99.5,1269.855
16:55:39.0,98.009,1274.359
16:55:40.0,100.0,1268.605
16:55:41.0,99.004,1272.339
16:55:42.0,99.0,1270.074
16:55:43.0,100.0,1271.117
16:55:44.0,99.0,1269.738
16:55:45.0,98.5,1271.523
16:55:46.0,98.507,1269.585
16:55:47.0,98.5,1265.378
16:55:48.0,99.0,1265.781
16:55:49.0,99.004,1270.839
16:55:50.0,98.994,1263.355
16:55:51.0,98.507,1264.914
