Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
wordpress,876,1377,1379,1538,1573,2798,556,3735,0.000%,14.41050,297.48,5.36
TOTAL,876,1377,1379,1538,1573,2798,556,3735,0.000%,14.41050,297.48,5.36
