Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
wordpress,803,5352,5203,5842,7641,11170,864,11655,0.000%,12.88325,264.23,4.79
TOTAL,803,5352,5203,5842,7641,11170,864,11655,0.000%,12.88325,264.23,4.79
