Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
wordpress,741,809,726,924,958,5829,279,6048,0.000%,12.28346,251.92,4.57
TOTAL,741,809,726,924,958,5829,279,6048,0.000%,12.28346,251.92,4.57
