Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
wordpress,885,2063,2079,2203,2299,4049,201,5266,0.000%,14.43084,297.90,5.37
TOTAL,885,2063,2079,2203,2299,4049,201,5266,0.000%,14.43084,297.90,5.37
