Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
wordpress,877,3470,3460,3732,4292,7239,517,8520,0.000%,14.27200,294.62,5.31
TOTAL,877,3470,3460,3732,4292,7239,517,8520,0.000%,14.27200,294.62,5.31
