Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
wordpress,872,2789,2767,2939,3546,6459,428,7080,0.000%,14.23069,293.77,5.29
TOTAL,872,2789,2767,2939,3546,6459,428,7080,0.000%,14.23069,293.77,5.29
