Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
wordpress,910,5499,5496,5858,6912,8682,2581,9202,0.000%,14.36260,296.50,5.34
TOTAL,910,5499,5496,5858,6912,8682,2581,9202,0.000%,14.36260,296.50,5.34
