Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
wordpress,900,6886,6904,8400,11720,13481,399,13932,0.000%,14.24389,294.05,5.30
TOTAL,900,6886,6904,8400,11720,13481,399,13932,0.000%,14.24389,294.05,5.30
