Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
wordpress,767,5627,5241,5881,11019,12236,463,12631,0.000%,12.26376,251.53,4.56
TOTAL,767,5627,5241,5881,11019,12236,463,12631,0.000%,12.26376,251.53,4.56
