Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
wordpress,801,4594,4482,4872,6919,8817,925,10695,0.000%,12.90686,264.72,4.80
TOTAL,801,4594,4482,4872,6919,8817,925,10695,0.000%,12.90686,264.72,4.80
