Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
wordpress,817,6057,5956,6755,8080,11853,1801,12429,0.000%,12.99714,266.57,4.84
TOTAL,817,6057,5956,6755,8080,11853,1801,12429,0.000%,12.99714,266.57,4.84
