Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
wordpress,806,745,726,905,943,1002,180,1707,0.000%,13.35366,273.87,4.97
TOTAL,806,745,726,905,943,1002,180,1707,0.000%,13.35366,273.87,4.97
