Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
wordpress,791,1530,1485,1670,1731,3538,598,5110,0.000%,12.98488,266.31,4.83
TOTAL,791,1530,1485,1670,1731,3538,598,5110,0.000%,12.98488,266.31,4.83
