Elapsed time,10.42.0.1 CPU,10.42.0.1 Memory unit=mb:used
11:35:52.0,2.23,1297.109
11:35:53.0,100.0,1348.605
11:35:54.0,99.0,1368.648
11:35:55.0,98.5,1332.535
11:35:56.0,99.5,1409.335
11:35:57.0,98.0,1463.542
11:35:58.0,100.0,1530.074
11:35:59.0,99.0,1548.472
11:36:00.0,98.0,1598.195
11:36:01.0,99.5,1625.519
11:36:02.0,98.994,1632.902
11:36:03.0,99.004,1633.972
11:36:04.0,99.5,1639.382
11:36:05.0,97.5,1634.253
11:36:06.0,99.497,1651.593
11:36:07.0,99.004,1658.46
11:36:08.0,99.5,1662.136
11:36:09.0,98.5,1628.25
11:36:10.0,98.5,1621.609
11:36:11.0,99.5,1641.511
11:36:12.0,98.994,1639.734
11:36:13.0,98.507,1633.898
11:36:14.0,98.0,1620.613
11:36:15.0,99.0,1596.878
11:36:16.0,99.5,1611.445
11:36:17.0,99.004,1614.582
11:36:18.0,98.492,1600.351
11:36:19.0,98.009,1600.382
11:36:20.0,99.497,1588.636
11:36:21.0,98.507,1587.863
11:36:22.0,99.5,1583.328
11:36:23.0,99.497,1580.265
11:36:24.0,98.5,1581.39
11:36:25.0,99.0,1570.003
11:36:26.0,99.004,1582.042
11:36:27.0,99.497,1575.187
11:36:28.0,99.0,1581.761
11:36:29.0,98.507,1590.332
11:36:30.0,99.0,1575.625
11:36:31.0,98.5,1577.644
11:36:32.0,99.0,1579.109
11:36:33.0,99.0,1582.125
11:36:34.0,99.5,1587.894
11:36:35.0,98.5,1577.652
11:36:36.0,98.507,1575.617
11:36:37.0,99.0,1583.0
11:36:38.0,99.0,1580.921
11:36:39.0,99.0,1579.992
11:36:40.0,99.497,1581.402
11:36:41.0,99.0,1575.777
11:36:42.0,99.5,1584.195
11:36:43.0,99.5,1583.41
11:36:44.0,99.0,1584.843
11:36:45.0,99.497,1579.164
11:36:46.0,99.004,1583.027
11:36:47.0,99.502,1584.257
11:36:48.0,98.994,1576.55
11:36:49.0,98.5,1585.871
11:36:50.0,99.5,1579.75
11:36:51.0,99.0,1584.156
11:36:52.0,99.5,1584.269
11:36:53.0,99.5,1553.117
