Elapsed time,10.42.0.1 CPU,10.42.0.1 Memory unit=mb:used
23:43:29.0,2.225,1054.218
23:43:30.0,94.0,1066.394
23:43:31.0,98.009,1075.707
23:43:32.0,100.0,1107.8
23:43:33.0,100.0,1153.449
23:43:34.0,99.5,1242.457
23:43:35.0,,1285.093
23:43:36.0,99.502,
23:43:37.0,100.0,1384.621
23:43:38.0,99.0,1457.804
23:43:39.0,99.5,1503.457
23:43:40.0,100.0,1568.714
23:43:41.0,99.5,1608.601
23:43:42.0,99.5,1592.718
23:43:43.0,99.0,1602.312
23:43:44.0,100.0,1614.066
23:43:45.0,99.504,1625.976
23:43:46.0,99.497,1595.3
23:43:47.0,99.5,1610.98
23:43:48.0,100.0,1624.148
23:43:49.0,99.5,1607.914
23:43:50.0,99.5,1612.253
23:43:51.0,99.0,1623.523
23:43:52.0,99.5,1632.035
23:43:53.0,99.5,1607.996
23:43:54.0,100.0,1619.25
23:43:55.0,99.502,1629.746
23:43:56.0,100.0,1617.578
23:43:57.0,99.5,1613.921
23:43:58.0,99.5,1627.304
23:43:59.0,99.5,1631.863
23:44:00.0,99.0,1607.824
23:44:01.0,99.004,1621.648
23:44:02.0,98.994,1625.71
23:44:03.0,99.0,1614.878
23:44:04.0,99.5,1615.363
23:44:05.0,99.5,1631.179
23:44:06.0,99.004,1628.828
23:44:07.0,99.0,1607.722
23:44:08.0,99.497,1623.851
23:44:09.0,99.502,1626.855
23:44:10.0,99.004,1618.878
23:44:11.0,99.0,1620.121
23:44:12.0,99.497,1632.562
23:44:13.0,99.5,1627.46
23:44:14.0,99.004,1609.984
23:44:15.0,100.0,1624.886
23:44:16.0,99.0,1632.691
23:44:17.0,99.0,1617.46
23:44:18.0,99.502,1616.105
23:44:19.0,99.5,1628.796
23:44:20.0,98.994,1622.851
23:44:21.0,99.0,1613.667
23:44:22.0,99.004,1630.121
23:44:23.0,99.0,1639.488
23:44:24.0,99.0,1621.847
23:44:25.0,99.0,1619.816
23:44:26.0,99.0,1633.363
23:44:27.0,99.5,1633.921
23:44:28.0,99.5,1618.007
23:44:29.0,99.5,1629.433
23:44:30.0,99.5,1628.644
23:44:31.0,98.5,1598.296
