Elapsed time,10.42.0.1 CPU,10.42.0.1 Memory unit=mb:used
23:27:07.0,1.135,1052.445
23:27:08.0,97.5,1065.906
23:27:09.0,91.0,1085.265
23:27:10.0,100.0,1102.726
23:27:11.0,99.004,1144.808
23:27:12.0,100.0,1189.906
23:27:13.0,99.5,1263.289
23:27:14.0,99.5,1317.308
23:27:15.0,99.5,1345.628
23:27:16.0,100.0,1372.394
23:27:17.0,99.5,1374.183
23:27:18.0,99.0,1376.691
23:27:19.0,99.5,1367.488
23:27:20.0,99.497,1379.203
23:27:21.0,99.502,1368.82
23:27:22.0,98.507,1375.125
23:27:23.0,98.994,1367.003
23:27:24.0,99.0,1353.035
23:27:25.0,98.0,1352.644
23:27:26.0,99.0,1345.71
23:27:27.0,98.009,1354.308
23:27:28.0,98.989,1342.339
23:27:29.0,99.004,1344.894
23:27:30.0,99.0,1334.429
23:27:31.0,99.5,1326.046
23:27:32.0,99.0,1323.437
23:27:33.0,98.5,1319.847
23:27:34.0,98.994,1329.988
23:27:35.0,98.507,1328.878
23:27:36.0,99.0,1329.625
23:27:37.0,99.0,1336.656
23:27:38.0,99.0,1331.656
23:27:39.0,99.0,1336.542
23:27:40.0,99.0,1333.601
23:27:41.0,98.507,1340.628
23:27:42.0,99.0,1330.945
23:27:43.0,98.492,1340.597
23:27:44.0,99.004,1341.554
23:27:45.0,98.994,1335.242
23:27:46.0,99.5,1340.105
23:27:47.0,98.009,1337.953
23:27:48.0,99.0,1337.496
23:27:49.0,99.497,1337.484
23:27:50.0,99.004,1340.714
23:27:51.0,99.5,1343.324
23:27:52.0,98.5,1337.433
23:27:53.0,99.0,1343.074
23:27:54.0,99.5,1342.519
23:27:55.0,99.0,1342.46
23:27:56.0,98.5,1340.398
23:27:57.0,99.0,1338.027
23:27:58.0,99.5,1344.55
23:27:59.0,99.497,1339.339
23:28:00.0,99.502,1342.48
23:28:01.0,99.5,1340.082
23:28:02.0,100.0,1336.843
23:28:03.0,99.5,1341.949
23:28:04.0,99.0,1335.082
23:28:05.0,99.5,1331.601
23:28:06.0,98.492,1338.011
23:28:07.0,100.0,1339.203
23:28:08.0,99.497,1317.457
