Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
wordpress,896,6227,6240,7226,9712,12203,192,12647,0.000%,14.19563,292.91,5.28
TOTAL,896,6227,6240,7226,9712,12203,192,12647,0.000%,14.19563,292.91,5.28
